round,registry,municipality,uf,municipality_code,neighborhood,sector_code,interviews,region,ibge_population_2022,validation
julho/2026,BR-07181/2026,Goiânia,GO,5208707,Residencial Olinda,520870705270011,6,Centro-Oeste,1415,population_api
julho/2026,BR-07181/2026,Goiânia,GO,5208707,Vila Clemente,520870705450006,6,Centro-Oeste,759,population_api
julho/2026,BR-07181/2026,Governador Valadares,MG,3127701,Kennedy,312770105000170,6,Sudeste,739,population_api
julho/2026,BR-07181/2026,Governador Valadares,MG,3127701,Cidade Jardim,312770105000516,6,Sudeste,748,population_api
julho/2026,BR-07181/2026,Guaramiranga,CE,2305100,Centro,230510005000004,6,Nordeste,388,population_api
julho/2026,BR-07181/2026,Guaramiranga,CE,2305100,Botija,230510010000002,6,Nordeste,448,population_api
julho/2026,BR-07181/2026,Guaramiranga,CE,2305100,Linha Da Serra,230510010000012,6,Nordeste,276,population_api
julho/2026,BR-07181/2026,Guarulhos,SP,3518800,Jardim Marilena,351880005000692,6,Sudeste,674,population_api
julho/2026,BR-07181/2026,Guarulhos,SP,3518800,Cidade Parque Sao Luiz,351880010000337,6,Sudeste,525,population_api
julho/2026,BR-07181/2026,Ibirama,SC,4206900,Anchieta,420690005000004,6,Sul,217,population_api
julho/2026,BR-07181/2026,Ibirama,SC,4206900,Bela Vista,420690005000016,6,Sul,756,population_api
julho/2026,BR-07181/2026,Ibirama,SC,4206900,Operario,420690005000048,6,Sul,860,population_api
julho/2026,BR-07181/2026,Irati,PR,4110706,Canisianas,411070605000014,6,Sul,619,population_api
julho/2026,BR-07181/2026,Irati,PR,4110706,Lagoa,411070605000069,6,Sul,741,population_api
julho/2026,BR-07181/2026,Irati,PR,4110706,Rio Bonito,411070605000105,6,Sul,566,population_api
julho/2026,BR-07181/2026,Itanhaém,SP,3522109,Nossa Senhora Do Sion,352210905000085,6,Sudeste,690,population_api
julho/2026,BR-07181/2026,Itanhaém,SP,3522109,Oásis,352210905000258,6,Sudeste,579,population_api
julho/2026,BR-07181/2026,Itanhaém,SP,3522109,Verde Mar,352210905000374,6,Sudeste,320,population_api
julho/2026,BR-07181/2026,Itapetininga,SP,3522307,Vila Sottemo,352230705000004,6,Sudeste,401,population_api
julho/2026,BR-07181/2026,Itapetininga,SP,3522307,Vila Carvalho,352230705000163,6,Sudeste,1013,population_api
julho/2026,BR-07181/2026,Itararé,SP,3523206,Jardim São Pedro,352320605000046,6,Sudeste,1142,population_api
julho/2026,BR-07181/2026,Itararé,SP,3523206,Jardim Bela Vista,352320605000154,6,Sudeste,306,population_api
julho/2026,BR-07181/2026,Ivaiporã,PR,4111506,Centro,411150605000004,6,Sul,885,population_api
julho/2026,BR-07181/2026,Ivaiporã,PR,4111506,Monte Castelo,411150605000022,6,Sul,552,population_api
julho/2026,BR-07181/2026,Ivaiporã,PR,4111506,Centro,411150605000067,6,Sul,299,population_api
julho/2026,BR-07181/2026,Jaguaribara,CE,2306801,Centro,230680105000002,6,Nordeste,779,population_api
julho/2026,BR-07181/2026,Jaguaribara,CE,2306801,Centro,230680105000006,6,Nordeste,1304,population_api
julho/2026,BR-07181/2026,Jaguaribara,CE,2306801,Mandacaru,230680105000027,6,Nordeste,169,population_api
julho/2026,BR-07181/2026,Jaguariúna,SP,3524709,Jaguariuna,352470905000002,6,Sudeste,405,population_api
julho/2026,BR-07181/2026,Jaguariúna,SP,3524709,Jaguariuna,352470905000103,6,Sudeste,897,population_api
julho/2026,BR-07181/2026,Jeriquara,SP,3525409,Vila Rosa,352540905000004,6,Sudeste,592,population_api
julho/2026,BR-07181/2026,Jeriquara,SP,3525409,Vitoria Liporoni,352540905000009,6,Sudeste,454,population_api
julho/2026,BR-07181/2026,Joinville,SC,4209102,Aventureiro,420910205000290,6,Sul,904,population_api
julho/2026,BR-07181/2026,Joinville,SC,4209102,Costa e Silva,420910205000763,6,Sul,536,population_api
julho/2026,BR-07181/2026,Joinville,SC,4209102,Saguacu,420910205001145,6,Sul,157,population_api
julho/2026,BR-07181/2026,João Alfredo,PE,2608107,Mae Rainha,260810705000010,6,Nordeste,331,population_api
julho/2026,BR-07181/2026,João Alfredo,PE,2608107,Manoel Vidal,260810705000065,6,Nordeste,718,population_api
julho/2026,BR-07181/2026,Juazeiro,BA,2918407,Palmares,291840705000094,6,Nordeste,980,population_api
julho/2026,BR-07181/2026,Juazeiro,BA,2918407,Coreia,291840705000295,6,Nordeste,537,population_api
julho/2026,BR-07181/2026,Lages,SC,4209300,Petropolis,420930005000066,6,Sul,729,population_api
julho/2026,BR-07181/2026,Lages,SC,4209300,Conta Dinheiro,420930005000169,6,Sul,552,population_api
julho/2026,BR-07181/2026,Lages,SC,4209300,Santa Helena,420930005000274,6,Sul,730,population_api
julho/2026,BR-07181/2026,Lagoa de Itaenga,PE,2608503,Centro,260850305000003,6,Nordeste,845,population_api
julho/2026,BR-07181/2026,Lagoa de Itaenga,PE,2608503,Sitio Arrombados,260850305000028,6,Nordeste,548,population_api
julho/2026,BR-07181/2026,Lavras,MG,3138203,Centro,313820305000029,6,Sudeste,181,population_api
julho/2026,BR-07181/2026,Lavras,MG,3138203,Jardim Gloria,313820305000134,6,Sudeste,404,population_api
julho/2026,BR-07181/2026,Maceió,AL,2704302,Ponta Grossa,270430205070060,6,Nordeste,997,population_api
julho/2026,BR-07181/2026,Maceió,AL,2704302,Benedito Bentes,270430205110261,6,Nordeste,579,population_api
julho/2026,BR-07181/2026,Manaus,AM,1302603,Lago Azul,130260305000079,6,Norte,818,population_api
julho/2026,BR-07181/2026,Manaus,AM,1302603,Santa Luzia,130260305100092,6,Norte,621,population_api
julho/2026,BR-07181/2026,Manaus,AM,1302603,Colonia Terra Nova,130260305120554,6,Norte,1074,population_api
julho/2026,BR-07181/2026,Mantena,MG,3139607,Boa Esperanca,313960705000017,6,Sudeste,915,population_api
julho/2026,BR-07181/2026,Mantena,MG,3139607,Tropical,313960705000049,6,Sudeste,606,population_api
julho/2026,BR-07181/2026,Marapanim,PA,1504406,Vila Abacate,150440605000033,6,Norte,535,population_api
julho/2026,BR-07181/2026,Marapanim,PA,1504406,Zona Rural,150440620000019,6,Norte,813,population_api
julho/2026,BR-07181/2026,Marapanim,PA,1504406,Itau Acu,150440622000037,6,Norte,133,population_api
julho/2026,BR-07181/2026,Marituba,PA,1504422,Aguas Brancas,150442205000112,6,Norte,1021,population_api
julho/2026,BR-07181/2026,Marituba,PA,1504422,Sao Joao,150442205000302,6,Norte,827,population_api
julho/2026,BR-07181/2026,Maturéia,PB,2509396,Centro,250939605000001,6,Nordeste,570,population_api
julho/2026,BR-07181/2026,Maturéia,PB,2509396,Centro,250939605000011,6,Nordeste,317,population_api
julho/2026,BR-07181/2026,Matão,SP,3529302,Cardim,352930205000030,6,Sudeste,604,population_api
julho/2026,BR-07181/2026,Matão,SP,3529302,Jardim Popular,352930205000131,6,Sudeste,610,population_api
julho/2026,BR-07181/2026,Miguel Calmon,BA,2921203,Miguel Calmon,292120305000001,6,Nordeste,275,population_api
julho/2026,BR-07181/2026,Miguel Calmon,BA,2921203,Centro,292120305000038,6,Nordeste,594,population_api
julho/2026,BR-07181/2026,Miguel Calmon,BA,2921203,Alto Bonito,292120305000070,6,Nordeste,870,population_api
julho/2026,BR-07181/2026,Missão Velha,CE,2308401,Zona Rural,230840105000019,6,Nordeste,575,population_api
julho/2026,BR-07181/2026,Missão Velha,CE,2308401,Sitio Pintado,230840105000080,6,Nordeste,883,population_api
julho/2026,BR-07181/2026,Missão Velha,CE,2308401,Sitio Sao Joao 2,230840115000037,6,Nordeste,226,population_api
julho/2026,BR-07181/2026,Monte Mor,SP,3531803,Casa Branca,353180305000055,6,Sudeste,252,population_api
julho/2026,BR-07181/2026,Monte Mor,SP,3531803,Jardim Paulista,353180305000141,6,Sudeste,645,population_api
julho/2026,BR-07181/2026,Mossoró,RN,2408003,Boa Vista,240800305000001,6,Nordeste,929,population_api
julho/2026,BR-07181/2026,Mossoró,RN,2408003,Alto Do Sumare,240800305000157,6,Nordeste,965,population_api
julho/2026,BR-07181/2026,Mossoró,RN,2408003,Alto De Sao Manoel,240800305000343,6,Nordeste,560,population_api
julho/2026,BR-07181/2026,Natal,RN,2408102,Potengi,240810205060022,6,Nordeste,855,population_api
julho/2026,BR-07181/2026,Natal,RN,2408102,Lagoa Azul,240810205060399,6,Nordeste,933,population_api
julho/2026,BR-07181/2026,Natal,RN,2408102,Alecrim,240810205080155,6,Nordeste,547,population_api
julho/2026,BR-07181/2026,Nilópolis,RJ,3303203,Novo Horizonte,330320305000054,6,Sudeste,699,population_api
julho/2026,BR-07181/2026,Nilópolis,RJ,3303203,Olinda,330320310000014,6,Sudeste,396,population_api
julho/2026,BR-07181/2026,Niterói,RJ,3303302,Largo Da Batalha,330330205000117,6,Sudeste,680,population_api
julho/2026,BR-07181/2026,Niterói,RJ,3303302,Santa Rosa,330330205000743,6,Sudeste,307,population_api
julho/2026,BR-07181/2026,Nova Bréscia,RS,4313003,Centro,431300305000001,6,Sul,423,population_api
julho/2026,BR-07181/2026,Nova Bréscia,RS,4313003,Zona Rural,431300305000008,6,Sul,466,population_api
julho/2026,BR-07181/2026,Ouro Preto do Oeste,RO,1100155,Nova Ouro Preto,110015505000012,6,Norte,431,population_api
julho/2026,BR-07181/2026,Ouro Preto do Oeste,RO,1100155,Jardim Novo Estado,110015505000032,6,Norte,548,population_api
julho/2026,BR-07181/2026,Ouro Preto do Oeste,RO,1100155,Jardim Aeroporto,110015505000078,6,Norte,746,population_api
julho/2026,BR-07181/2026,Palmeira,PR,4117701,Rocio i,411770105000014,6,Sul,992,population_api
julho/2026,BR-07181/2026,Palmeira,PR,4117701,Vila Rural,411770105000043,6,Sul,669,population_api
julho/2026,BR-07181/2026,Palmeira,PR,4117701,Zona Rural,411770110000007,6,Sul,397,population_api
julho/2026,BR-07181/2026,Palmeiras de Goiás,GO,5215702,Setor Bariloche,521570205000005,6,Centro-Oeste,1222,population_api
julho/2026,BR-07181/2026,Palmeiras de Goiás,GO,5215702,Residencial Tempo Novo,521570205000041,6,Centro-Oeste,1153,population_api
julho/2026,BR-07181/2026,Paracambi,RJ,3303609,Bnh,330360905000028,6,Sudeste,674,population_api
julho/2026,BR-07181/2026,Paracambi,RJ,3303609,Bom Jardim,330360905000101,6,Sudeste,213,population_api
julho/2026,BR-07181/2026,Paraopeba,MG,3147402,Dom Cirilo,314740205000063,6,Sudeste,570,population_api
